seed,feature_group,epoch,loss,validation_loss,origin_month
17,full,15,0.0317133329808712,0.0338965468108654,2024-01-01
17,full,16,0.03118954971432686,0.03330375254154205,2024-01-01
17,full,17,0.03069411963224411,0.03355109319090843,2024-01-01
17,full,18,0.030358264222741127,0.03373130410909653,2024-01-01
17,full,19,0.029850054532289505,0.03360734134912491,2024-01-01
17,full,20,0.029547380283474922,0.03276103734970093,2024-01-01
17,full,21,0.029136639088392258,0.03277711570262909,2024-01-01
17,full,22,0.029014943167567253,0.03220092132687569,2024-01-01
17,full,23,0.028685802593827248,0.03308047726750374,2024-01-01
17,full,24,0.027850491926074028,0.032950449734926224,2024-01-01
17,full,25,0.027623357251286507,0.032397400587797165,2024-01-01
17,full,26,0.027212847024202347,0.032295651733875275,2024-01-01
17,full,27,0.027180343866348267,0.032533448189496994,2024-01-01
17,full,28,0.02704923041164875,0.03252197802066803,2024-01-01
17,full,29,0.026336530223488808,0.03228229656815529,2024-01-01
17,full,30,0.026149384677410126,0.032135847955942154,2024-01-01
17,full,31,0.026193667203187943,0.031961362808942795,2024-01-01
