dataset,model,split,horizon,n_obs,WAPE,RMSE,Bias,MASE_mean,wQL50,under_forecast_rate
B,XGBOOST,test,3,1236.0,0.1194899852107514,5501.4096129541895,-1831.003307947449,1.0577546246611118,1845.051580534012,0.6359223300970874
B,XGBOOST,test,4,1236.0,0.1200620964462604,5553.80008360592,-1719.1276569057825,1.0701714679204135,1853.8855822911928,0.6254045307443366
B,XGBOOST,test,5,1236.0,0.1248879457185367,5705.523614833675,-2200.964915649019,1.099467372139083,1928.4017922608211,0.6658576051779935
B,XGBOOST,test,6,1236.0,0.1113192969563746,5131.0574345336045,0.3127380173568972,0.9884672356455576,1718.8875237622308,0.4894822006472492
B,XGBOOST,test,7,1236.0,0.1129991583847443,5225.262337328217,-91.606359191697,0.9853822483257888,1744.8263585359148,0.4991909385113268
B,XGBOOST,test,8,1236.0,0.117529856472771,5347.8836461964665,373.23116996296017,1.0296973750575036,1814.785122473263,0.4449838187702265
B,XGBOOST,test,9,1236.0,0.1169865642928537,5356.571809123563,-957.934210027306,1.014497487450736,1806.3961173739633,0.551779935275081
B,XGBOOST,test,10,1236.0,0.1144942057200057,5284.450119942652,-1082.9016277226815,0.9935162334754448,1767.9114685058594,0.5525889967637541
B,XGBOOST,test,11,1236.0,0.117597455586229,5298.249162378126,-1413.971722352852,1.0370987887476213,1815.82892418525,0.6084142394822006
B,XGBOOST,test,12,1236.0,0.1239733604053456,5713.563108818347,-1878.6259301441771,1.0646148503547723,1914.2796290129131,0.6310679611650486
B,XGBOOST,val,0,7416.0,0.1243539273540315,5536.359319099811,-1472.7308428948495,1.0663954887561693,1909.9929184898203,0.6135382955771306
B,XGBOOST,val,1,618.0,0.122562901277071,5316.302035494266,-1884.286222488749,1.0523018117206515,1882.4839592103433,0.6682847896440129
B,XGBOOST,val,2,618.0,0.1301159645321211,5819.8609229506765,-1971.4503679491556,1.0908979676857948,1998.4939448779455,0.6375404530744336
B,XGBOOST,val,3,618.0,0.1367986063375815,6185.376423565626,-2616.384891645808,1.1650868957935827,2101.1348408819404,0.686084142394822
B,XGBOOST,val,4,618.0,0.1306967383546429,5755.015899216988,-2209.5357666015625,1.133737094008603,2007.414241259924,0.6893203883495146
B,XGBOOST,val,5,618.0,0.1341449792787007,5992.874686084826,-2526.66839500847,1.158678539834783,2060.3769090769747,0.6974110032362459
B,XGBOOST,val,6,618.0,0.1120526157416851,5013.403312044755,-1.4365139563106797,0.9798899770914716,1721.0530227611753,0.5016181229773463
B,XGBOOST,val,7,618.0,0.1142824060388293,5046.032588740151,-150.11142886263653,0.9798567119813084,1755.301106178259,0.5048543689320388
B,XGBOOST,val,8,618.0,0.1179109385933885,5306.193010128027,343.285960570894,1.0181130867313068,1811.0329325160549,0.4724919093851132
B,XGBOOST,val,9,618.0,0.1207639417873168,5333.407260560813,-1196.1054825767344,1.0302273144354146,1854.853148031389,0.6035598705501618
B,XGBOOST,val,10,618.0,0.1165566500451828,5138.923281295143,-1300.4423891332929,1.010316902401483,1790.2319687531603,0.5922330097087378
B,XGBOOST,val,11,618.0,0.12393658010793,5315.4857298946745,-1772.6775147274475,1.0734408974099925,1903.5827447094964,0.6423948220064725
B,XGBOOST,val,12,618.0,0.1324248061539283,6043.783017549402,-2386.95710235892,1.104198665979638,2033.9562036211823,0.6666666666666666
C,CATBOOST,test,0,114480.0,0.1789736960077143,8385.58504545509,-1212.8083034744986,1.093427795341205,2702.876853484936,0.518929070580014
C,CATBOOST,test,1,9540.0,0.172210185424922,8032.236608408514,-1464.049222809588,1.0551654666127173,2600.7337083730317,0.5366876310272537
C,CATBOOST,test,2,9540.0,0.1808584258535137,8394.825499016148,-1563.4217557007191,1.0998067432025025,2731.3402131233483,0.5651991614255765
C,CATBOOST,test,3,9540.0,0.187184240416196,8772.857276974417,-2260.584999028965,1.111166444062992,2826.8732335744367,0.5931865828092243
C,CATBOOST,test,4,9540.0,0.1899105663475148,9028.969098140356,-2304.999782047866,1.1195412476347473,2868.046452987081,0.6022012578616353
C,CATBOOST,test,5,9540.0,0.1945399610368676,9253.640375283368,-2832.7238805406623,1.1342539193220011,2937.9599879400503,0.6125786163522012
C,CATBOOST,test,6,9540.0,0.1713633304782146,7984.677785457327,135.44322715911986,1.0565100726555474,2587.944428804172,0.4332285115303983
C,CATBOOST,test,7,9540.0,0.1764160390266523,7922.823191125771,894.7550953112683,1.1983818801460333,2664.2508877286677,0.3576519916142557
C,CATBOOST,test,8,9540.0,0.177234867534908,7942.217741277584,1026.9417380150735,1.196006869719078,2676.616909503412,0.3592243186582809
C,CATBOOST,test,9,9540.0,0.1651124056734623,7867.416679854842,-815.6571362286315,0.9950143677603706,2493.542400212711,0.4936058700209643
C,CATBOOST,test,10,9540.0,0.1667762502187715,7991.507350465503,-1327.9390805779192,0.99714885865073,2518.669930177334,0.5348008385744235
C,CATBOOST,test,11,9540.0,0.179653210520897,8459.047725348097,-1826.723867510197,1.0701406647633216,2713.13894277659,0.5557651991614255
C,CATBOOST,test,12,9540.0,0.1864248695606523,8819.886502553209,-2214.7399777348983,1.0879970095644207,2815.4051466183973,0.5830188679245283
C,CATBOOST,val,0,165240.0,0.1858554519511414,8696.195923832318,-1451.7825131487298,1.088454083489805,2868.156710482387,0.5372004357298475
C,CATBOOST,val,1,13770.0,0.1865953788085546,8791.669878458206,-2938.113751158988,1.0647697064916692,2879.5754025846427,0.6241830065359477
C,CATBOOST,val,2,13770.0,0.1951250167308544,9114.785089860225,-2697.1277199940246,1.123404168181747,3011.20639854413,0.6227305737109659
C,CATBOOST,val,3,13770.0,0.1988749143319162,9332.022591661222,-2300.7920321772867,1.1500948694395383,3069.075532084181,0.5965141612200435
C,CATBOOST,val,4,13770.0,0.2002768325771501,9320.72319299941,-2090.3339888762853,1.151674511405657,3090.710201287603,0.5912127814088598
C,CATBOOST,val,5,13770.0,0.1940028700018415,9111.017375737843,-2202.6809960234937,1.1083099854070966,2993.8892166311116,0.5828612926652142
C,CATBOOST,val,6,13770.0,0.1711224271767689,7881.810957145947,156.60916644110532,1.0155990411209836,2640.793867860862,0.4462599854756717
C,CATBOOST,val,7,13770.0,0.1802554006717104,8006.137912052693,1604.7108744580291,1.174020233889357,2781.7356532170447,0.3360203340595497
C,CATBOOST,val,8,13770.0,0.1761839049895537,7923.1191714014385,1283.3158445353797,1.1485736485938858,2718.9035568761333,0.3593318809005083
C,CATBOOST,val,9,13770.0,0.1691320980510649,8028.8068965271295,-898.293901510851,0.9717284507772084,2610.078729951121,0.5100217864923747
C,CATBOOST,val,10,13770.0,0.1729923841672004,8257.517187559184,-1631.335343122224,0.9964568465457194,2669.651400067286,0.5485112563543936
C,CATBOOST,val,11,13770.0,0.1872797139391289,8906.359935135053,-2514.4417022407656,1.0565979111566275,2890.1361925769193,0.5895424836601307
C,CATBOOST,val,12,13770.0,0.198424481967953,9443.05928898356,-3192.906608115351,1.1002196288681694,3062.124374107609,0.6392156862745098
C,XGBOOST,test,0,114480.0,0.1824645178623319,8557.766048089552,-1051.732709475983,1.0799045329772037,2755.5955590877893,0.5290356394129979
C,XGBOOST,test,1,9540.0,0.1670222357574188,7820.024186826906,-532.0588844411278,0.999483108077918,2522.3848259052143,0.509958071278826
C,XGBOOST,test,2,9540.0,0.1754275225573611,8173.20127437665,-546.7992932973418,1.0541710689294328,2649.322223105121,0.5008385744234801
C,XGBOOST,test,3,9540.0,0.1826379647464496,8593.328256768362,-2052.18709130757,1.0808432281181026,2758.2149695310454,0.5886792452830188
C,XGBOOST,test,4,9540.0,0.1929742204794396,9223.962431909662,-2214.886021695247,1.129387636631212,2914.314033223598,0.5981132075471698
C,XGBOOST,test,5,9540.0,0.2037624695753453,9503.527077128716,-2742.8671812301413,1.1912989801965617,3077.239141333878,0.6161425576519917
C,XGBOOST,test,6,9540.0,0.1795693853777042,8382.343277706657,598.9184579525354,1.0588836974422733,2711.8730079251013,0.4358490566037736
C,XGBOOST,test,7,9540.0,0.1734171493708106,8090.865452747745,431.4231458364043,1.0314515341033734,2618.961386434687,0.4469601677148846
C,XGBOOST,test,8,9540.0,0.1789754282437906,8316.204166404767,550.85159011297,1.0731840907668415,2702.9030138699513,0.4353249475890985
C,XGBOOST,test,9,9540.0,0.1740936003384586,8285.471070545853,-944.4461750918216,1.0283682705056558,2629.177209786149,0.5251572327044025
C,XGBOOST,test,10,9540.0,0.1764557351216609,8300.281490640868,-1307.7413069175225,1.043288162850991,2664.850381725639,0.5483228511530398
C,XGBOOST,test,11,9540.0,0.1857342448341145,8485.756395692375,-1339.9970001924462,1.11117013930533,2804.975269885433,0.549266247379455
C,XGBOOST,test,12,9540.0,0.1995042579454295,9337.543544398475,-2521.002753440489,1.1573244787987498,3012.931246327654,0.5938155136268344
C,XGBOOST,val,0,165240.0,0.188851564383562,8885.773444860837,-1121.88510118774,1.071503053435152,2914.393287823501,0.5386165577342048
C,XGBOOST,val,1,13770.0,0.1739109864298208,8182.021143106214,-1078.8290355895683,0.9882455308378776,2683.827445032013,0.5464052287581699
C,XGBOOST,val,2,13770.0,0.1830074512123921,8599.37843895058,-1094.8531771613448,1.040729524996285,2824.205820989782,0.5363108206245462
C,XGBOOST,val,3,13770.0,0.197847048136968,9383.538856400264,-2255.6916943430297,1.1199135869161665,3053.2133053183297,0.6058823529411764
C,XGBOOST,val,4,13770.0,0.2034587052761874,9621.229513060838,-1861.448601536969,1.146279595452077,3139.813466421001,0.5804647785039941
C,XGBOOST,val,5,13770.0,0.2011173124096034,9413.010402456392,-1803.7275956031283,1.1457716354366625,3103.680646040064,0.5666666666666667
C,XGBOOST,val,6,13770.0,0.1828721904427797,8405.101573910875,998.5565410361916,1.0502132131764874,2822.1184510474113,0.425998547567175
C,XGBOOST,val,7,13770.0,0.1805382372655036,8422.582927406575,912.0504497719228,1.0280055388546885,2786.1004413679534,0.4276688453159041
C,XGBOOST,val,8,13770.0,0.1779904495000699,8381.780261732261,574.5061869702308,1.0184085577091715,2746.7824956224895,0.4510530137981118
C,XGBOOST,val,9,13770.0,0.1822299505781541,8630.347422210012,-1034.195752844052,1.0288094761834523,2812.207283211724,0.5335511982570806
C,XGBOOST,val,10,13770.0,0.1828462112347788,8551.642848801019,-1610.2983686609207,1.0525391397390629,2821.717534964623,0.5669571532316631
C,XGBOOST,val,11,13770.0,0.1929075873368664,8957.117602251123,-1928.0762567125375,1.0941138363766445,2976.986606067666,0.5824255628177197
C,XGBOOST,val,12,13770.0,0.2074926427796191,9883.415887944124,-3280.613909579674,1.1450070055432482,3202.0659577989545,0.6400145243282498
